EmployeeID,Name,Age,City,Department,Salary,JoinDate,Email,PerformanceRating,ExperienceYears
1483,Vishal Rao,42,  Bangalore,Operations,74879,2020-03-04,vishal.rao6@gmail.com,1.0,13.9
1308,Shreya Reddy,34,Jaipur,Finance,101663,12/23/2017,shreya.reddy85@gmail.com,3.0,5.7
1316,Suresh Reddy,25,Mumbai,sales,84217,2020-08-08,suresh.reddy78@gmail.com,4.0,7.9
1564,Sameer Bhat,44,Kolkata,IT,28874,17 Jan 2022,sameer.bhat3@gmail.com,3.0,2.6
1154,Shreya Gupta,31,MUMBAI,HR,63383,15-07-2023,shreya.gupta24@gmail.com,4.0,14.7
1270,Payal Agarwal,51,Delhi,IT ,48885,12/8/2025,payal.agarwal46@gmail.com,1.0,5.3
1305,Sandeep Kapoor,29,Delhi ,Hr,71815,2025-10-07,sandeep.kapoor68@gmail.com,1.0,8.6
1137,Vikram Verma,47,Mumbai,Marketing,"₹39,795",2015-04-17,,5.0,13.2
1855,Mohit Nair,33,Jaipur,Sales,25783,18 Jan 2024,mohit.nair30@gmail.com,1.0,1.8
1185,Rekha Patel,37,  Bangalore,IT,104670,3 Jan 2022,rekha.patel43@gmail.com,4.0,five
1773,Kavita Malhotra,53,Jaipur,Marketing,46041,9/20/2020,kavita.malhotra68@gmail.com,5.0,4.6
1761,Isha Reddy,45,Nagpur,IT,86414,17-12-2024,isha.reddy16@gmail.com,5.0,19.9
1925,Bhavna Patel,54,Nagpur,IT,32472,11 Jan 2019,bhavna.patel28@gmail.com,1.0,5.5
1680,Deepak Agarwal,43,Kolkata,HR,130191,2018-05-22,deepak.agarwal51@gmail.com,5.0,1.9
1674,Sameer Singh,23,  Bangalore,Marketing,56471,11-10-2024,sameer.singh16@gmail.com,4.0,17.7
1487,Vikram Gupta,30 yrs,Delhi ,Hr,69054,14 Jan 2020,vikram.gupta6@gmail.com,5.0,10.7
1360,Sneha Patel,42,Delhi,Finance,43149,1/13/2023,sneha.patel50@gmail.com,3.0,17.7
1587,Abhishek Patel,35,Jaipur,HR,41108,2023-09-24,abhishek.patel99@gmail.com,2.0,7.2
1641,Priya Joshi,57,,Finance,,,priya.joshi18@gmail.com,4.0,19.6
1630,Gaurav Desai,43,Chennai,IT ,56208,2019-04-02,gaurav.desai79@gmail.com,4.0,15.9
1148,Shreya Rao,59,Mumbai,Marketing,43283,6/10/2021,shreya.rao74@gmail.com,3.0,16.3
1768,Sohail Kumar,26,MUMBAI,IT ,100611,08-04-2016,sohail.kumar39@gmail.com,4.0,10.4
1615,Aman Rao,46,Pune,Hr,,16-02-2015,aman.rao93@gmail.com,3.0,8.0
1788,Suresh Iyer,35,Kolkata,Marketing,58901.00 INR,2018-01-28,suresh.iyer54@gmail.com,5.0,3.7
1544,Manish Malhotra,31,Hyderabad,Finance,143233,07-09-2017,manish.malhotra82@gmail.com,2.0,11.3
1399,Vivek Gupta,54,Mumbai,Operations,93024,2015-02-11,vivek.gupta59@gmail.com,3.0,16.8
1656,Vishal Bhat,24,Chennai,sales,46680,08-09-2017,vishal.bhat16@gmail.com,2.0,
1885,Neha Chopra,26 yrs,Nagpur,IT ,72953,2018-04-11,neha.chopra92@gmail.com,2.0,17.6
1531,Meera Patel,58,Jaipur,IT,36700,7/19/2020,meera.patel76@gmail.com,4.0,6.4
1232,Rajesh Verma,58,Delhi,sales,97242,,rajesh.verma71@gmail.com,5.0,10.2
1713,Sameer Kumar,-30,Delhi ,IT,120377,2017-06-15,sameer.kumar85@gmail.com,2.0,1.6
1314,Rajesh Kapoor,38,Mumbai,IT,23433.00 INR,2024-10-09,rajesh.kapoor77@gmail.com,1.0,13.8
1158,Sohail Singh,49,Nagpur,Operations,83518,2017-04-27,sohail.singh84@gmail.com,4.0,16.8
1256,Suresh Desai,43,Kolkata,Sales,38214,08-03-2022,suresh.desai28@gmail.com,2.0,14.3
1705,Sameer Desai,39 yrs,Delhi,Sales,46041,2023-07-06,sameer.desai1@gmail.com,5.0,6.8
1096,Isha Rao,45,Chennai,sales,68148,26-05-2023,isha.rao56@gmail.com,2.0,6.4
1108,Rakesh Mehta,31,Kolkata,sales,60441,3 Jan 2022,rakesh.mehta31@gmail.com,3.0,
1325,Neha Reddy,27,Nagpur,Hr,83394,2024-12-10,neha.reddy34@gmail.com,5.0,2.6
1367,Nikhil Kapoor,,Jaipur,Hr,101123,17-09-2020,nikhil.kapoor85@gmail.com,1.0,15.9
1372,Sneha Mehta,23,Hyderabad,Hr,108877,2023-03-24,sneha.mehta5@gmail.com,4.0,9.4
1651,Yash Saxena,23,Chennai,IT ,100272,16 Jan 2016,yash.saxena6@gmail.com,4.0,13.0
1567,Ajay Verma,38,Mumbai,Sales,52637,,ajay.verma78@gmail.com,3.0,14.1
1655,Mohit Gupta,25,Bangalore,Marketing,116366,4/15/2020,mohit.gupta71@gmail.com,2.0,5.4
1249,Shreya Chopra,-40,Jaipur,IT,61652,2022-08-11,shreya.chopra75@gmail.com,5.0,6.3
1968,Kirti Malhotra,23,Ahmedabad,IT,75904,7 Jan 2015,,3.0,17.7
1015,Nisha Singh,twenty five,Ahmedabad,HR,"₹28,907",13-04-2025,nisha.singh32@gmail.com,1.0,8.4
1159,Kirti Singh,N/A,Pune,Marketing,56025,10-09-2018,kirti.singh96@gmail.com,4.0,2.3
1585,Rahul Iyer,57,Nagpur,sales,,1 Jan 2016,rahul.iyer51@gmail.com,3.0,14.5
1507,Mohit Singh,23,Hyderabad,Operations,102154,7 Jan 2018,mohit.singh55@gmail.com,2.0,6.5
1048,Sameer Singh,49,Bangalore,IT ,84451,2016-08-12,sameer.singh14@gmail.com,3.0,9.9
1883,Payal Saxena,32,Jaipur,Sales,60434,2021-10-28,payal.saxena28@gmail.com,1.0,8.9
1977,Meera Kumar,57,Nagpur,Sales,131276,7/19/2017,meera.kumar19@gmail.com,3.0,11.0
2021,Sneha Bhat,23,Pune,Hr,126277,2025-08-17,sneha.bhat57@gmail.com,2.0,14.4
1831,Vikram Pillai,24,Nagpur,IT ,"₹120,195",1/24/2022,vikram.pillai99@gmail.com,3.0,12.1
1558,Aman Kapoor,39,Kolkata,IT ,39987,08-03-2023,aman.kapoor34@gmail.com,2.0,8.6
1974,Ajay Sharma,40,Nagpur,Marketing,136724,2/6/2018,ajay.sharma29@gmail.com,2.0,8.6
1964,Priya Sharma,42,Delhi ,Hr,not disclosed,1/8/2023,priya.sharma82@gmail.com,3.0,16.5
1435,Nikhil Gupta,53,Jaipur,IT ,93801,7/3/2024,nikhil.gupta79@gmail.com,4.0,10.3
1653,Deepak Kumar,48,Ahmedabad,sales,not disclosed,07-06-2020,deepak.kumar31@gmail.com,5.0,
1127,Deepak Malhotra,N/A,pune,HR,65582,2016-03-18,deepak.malhotra29@gmail.com,1.0,9.3
1347,Sameer Nair,26,Ahmedabad,IT,102662,11/3/2025,sameer.nair75@gmail.com,1.0,10.7
1619,Amit Pillai,41,Delhi ,Marketing,"₹120,427",2019-12-03,amit.pillai32@gmail.com,2.0,1.5
1857,Divya Pillai,47,Chennai,IT,135968,2017-06-12,divya.pillai70@gmail.com,2.0,6.9
1237,Tanvi Malhotra,39,MUMBAI,IT ,145396,18-06-2025,tanvi.malhotra26@gmail.com,4.0,18.2
1167,Abhishek Joshi,35,Hyderabad,IT,,19-03-2016,abhishek.joshi2@gmail.com,,2.4
1504,Gaurav Kumar,38,  Bangalore,Sales,43230,2/18/2019,gaurav.kumar86@gmail.com,3.0,7.2
1513,Suresh Saxena,54,Chennai,Sales,"₹84,440",2016-04-02,suresh.saxena27@gmail.com,2.0,16.6
1080,Payal Agarwal,49,pune,Operations,102210,15-03-2020,payal.agarwal39@gmail.com,5.0,five
1570,Anita Pillai,32,  Bangalore,Marketing,143647,,anita.pillai23@gmail.com,5.0,2.9
1300,Anjali Bhat,37,Chennai,sales,20025,,anjali.bhat39@gmail.com,,4.3
1518,Sameer Kapoor,43,Ahmedabad,Operations,105315,24-07-2021,sameer.kapoor47@gmail.com,1.0,12.9
1324,Payal Agarwal,23,Delhi,Operations,69668,2016-07-27,payal.agarwal18@gmail.com,3.0,8.3
1697,Karan Kumar,58,pune,Operations,131856,9 Jan 2024,karan.kumar79@gmail.com,4.0,0.1
2016,Sunita Reddy,34,Nagpur,HR,141384,06-06-2015,sunita.reddy73@gmail.com,2.0,17.6
1030,Shreya Mehta,26,Mumbai,IT ,112591,2018-02-14,shreya.mehta54@gmail.com,,7.8
1242,Meera Malhotra,39,Pune,Operations,86680,02-08-2022,meera.malhotra42@gmail.com,1.0,19.1
1586,Sohail Gupta,53,Delhi,HR,,19 Jan 2021,,4.0,five
1725,Naveen Malhotra,39,,Marketing,,09-03-2025,naveen.malhotra82@gmail.com,2.0,14.2
1799,Komal Mehta,56,  Bangalore,sales,107648,11-02-2023,komal.mehta63@gmail.com,4.0,
1375,Sohail Malhotra,44,pune,Sales,29266,2021-12-11,sohail.malhotra97@gmail.com,5.0,15.9
1590,Kirti Verma,39,Hyderabad,HR,87171,12-06-2024,kirti.verma58@gmail.com,1.0,12.9
1623,Shreya Verma,44,Delhi,IT ,75389,2018-05-07,shreya.verma68@gmail.com,5.0,13.6
1988,Harsh Gupta,50,MUMBAI,Hr,44464,27-01-2016,harshguptagmail.com,5.0,3.6
1027,Anjali Patel,57,Jaipur,IT ,51979,,anjali.patel99@gmail.com,4.0,16.1
1493,Sameer Bhat,21,Delhi ,Operations,72928,10/25/2021,sameer.bhat66@gmail.com,2.0,4.6
1122,Aman Nair,36,Pune,sales,73138,9/23/2025,aman.nair82@gmail.com,3.0,4.4
1865,Rahul Mehta,49,Jaipur,IT,,,rahul.mehta9@gmail.com,4.0,11.3
2013,Rekha Sharma,26,Pune,Sales,88103,2018-07-09,rekha.sharma71@gmail.com,1.0,15.3
1577,Deepak Chopra,48,Kolkata,IT ,103440,26 Jan 2020,deepak.chopra50@gmail.com,4.0,9.9
1782,Payal Agarwal,23,Hyderabad,IT ,23360,,payal.agarwal13@gmail.com,4.0,14.6
2020,Rakesh Gupta,41,Mumbai,Hr,88019,,rakesh.gupta13@gmail.com,3.0,15.8
2032,Karan Mehta,31,  Bangalore,Sales,113104,08-01-2019,,4.0,11.3
1202,Sohail Verma,48,Jaipur,HR,53801,26-12-2020,sohail.verma51@gmail.com,3.0,18.3
1884,Divya Malhotra,45,Pune,Finance,108252,26 Jan 2022,divya.malhotra3@gmail.com,5.0,8.8
1271,Ajay Patel,42,Delhi,HR,66338,09-10-2018,ajay.patel25@gmail.com,2.0,4.8
1746,Kirti Singh,51,Ahmedabad,Finance,89755,6/9/2018,kirti.singh81@gmail.com,2.0,6.4
1473,Kirti Chopra,,Kolkata,Marketing,,4 Jan 2025,kirti.chopra64@gmail.com,2.0,11.3
1277,Kirti Joshi,57,Pune,HR,"₹126,668",2019-08-27,kirti.joshi43@gmail.com,3.0,18.6
1915,Nisha Iyer,,  Bangalore,IT ,,5/18/2016,nisha.iyer54@gmail.com,,14.7
1984,Naveen Patel,37,Pune,Hr,54445,07-04-2016,naveen.patel17@gmail.com,3.0,18.6
1868,Jyoti Saxena,49,Kolkata,IT ,,18-11-2020,jyoti.saxena36@gmail.com,4.0,five
1914,Abhishek Patel,47,Kolkata,Marketing,129419,15-04-2024,abhishek.patel5@gmail.com,5.0,5.3
1800,Sneha Pillai,58,Delhi,IT,62015,10/19/2023,sneha.pillai97@gmail.com,2.0,2.7
1147,Simran Nair,51,Delhi ,Finance,114489,2025-08-20,simran.nair18@gmail.com,4.0,12.4
1299,Sandeep Mehta,55,Nagpur,Operations,92100,6/14/2020,sandeep.mehta93@gmail.com,2.0,4.3
1918,Sameer Joshi,55,MUMBAI,IT,"₹40,390",08-01-2016,sameer.joshi98@gmail.com,2.0,9.0
1952,Amit Joshi,25,Mumbai,Finance,123325,2015-06-13,amit.joshi60@gmail.com,,0.1
1943,Arjun Reddy,39,Kolkata,sales,37631,24 Jan 2015,arjun.reddy81@gmail.com,3.0,8.6
1177,Rahul Pillai,30,Mumbai,Sales,139792,08-07-2025,rahul.pillai93@gmail.com,1.0,2.4
1963,Vikram Patel,53,Kolkata,Operations,32492,2022-09-28,vikram.patel68@gmail.com,1.0,4.2
1051,Anita Iyer,28,Kolkata,HR,113926,23-09-2019,anita.iyer61@gmail.com,5.0,3.8
1509,Karan Bhat,57,Mumbai,IT,148636,12/13/2025,karan.bhat89@gmail.com,2.0,17.7
1953,Manish Iyer,42,Delhi,Hr,39655,19-07-2021,manish.iyer35@gmail.com,3.0,1.0
1870,Vikram Singh,28,,Marketing,37460.00 INR,12-01-2021,vikram.singh15@gmail.com,3.0,0.2
1022,Payal Chopra,35,,Marketing,56517,2016-05-12,payal.chopra69@gmail.com,1.0,19.4
1503,Payal Malhotra,46,  Bangalore,Sales,,6/22/2017,payal.malhotra9@gmail.com,7.0,14.3
1600,Rajesh Gupta,55,Delhi,Hr,24277,2025-05-28,rajesh.gupta59@gmail.com,1.0,9.4
1729,Deepak Saxena,28,Delhi,Marketing,94808,28-03-2019,deepak.saxena95@gmail.com,5.0,15.0
1397,Ritu Agarwal,31,  Bangalore,Marketing,28957,,ritu.agarwal25@gmail.com,2.0,10.7
1415,Anita Mehta,25,Hyderabad,IT,130075,2017-04-04,anita.mehta16@gmail.com,5.0,18.6
1660,Yash Desai,45,Kolkata,Marketing,21990.00 INR,09-11-2019,yash.desai70@gmail.com,5.0,12.3
1209,Sunita Sharma,29,pune,Sales,99736,2019-12-23,sunita.sharma49@gmail.com,4.0,9.3
1916,Anjali Joshi,24,Kolkata,Marketing,92398,28-02-2019,anjali.joshi72@gmail.com,2.0,4.0
1142,Bhavna Malhotra,40,Mumbai,IT ,90852,7/25/2020,bhavna.malhotra89@gmail.com,5.0,6.9
1050,Sameer Pillai,24,Jaipur,HR,77424,1 Jan 2022,sameer.pillai31@gmail.com,3.0,11.0
1351,Divya Pillai,47,Delhi ,sales,41926,10/24/2018,,1.0,five
1166,Rohan Rao,48,Jaipur,HR,59566,5/3/2017,rohan.rao48@gmail.com,2.0,five
1739,Abhishek Iyer,,Jaipur,HR,54002,12/17/2020,abhishek.iyer52@gmail.com,2.0,12.9
1611,Nikhil Chopra,25,Kolkata,Sales,53169,2024-07-10,nikhil.chopra68@gmail.com,1.0,16.2
1081,Sandeep Patel,49,Pune,Finance,"₹133,278",2016-10-20,sandeep.patel71@gmail.com,1.0,16.2
2009,Vishal Kapoor,22,Mumbai,Sales,25619,2017-05-12,vishal.kapoor30@gmail.com,,12.9
1321,Anjali Verma,40,MUMBAI,sales,43684,,anjali.verma2@gmail.com,4.0,0.1
2017,Karan Kapoor,58,Delhi,Marketing,38857,3/11/2018,karan.kapoor32@gmail.com,5.0,11.1
2039,Amit Sharma,,Bangalore,IT ,not disclosed,,,4.0,13.3
1491,Gaurav Rao,44,Delhi ,Finance,43536,2022-04-09,gaurav.rao11@gmail.com,5.0,12.9
1066,Shreya Iyer,57,Jaipur,Hr,48305,25-06-2018,shreya.iyer1@gmail.com,2.0,10.8
1334,Anjali Rao,38,Mumbai,IT,,04-09-2023,anjali.rao41@gmail.com,3.0,3.4
1452,Sunita Bhat,41,,Finance,100006,2017-12-13,sunita.bhat70@gmail.com,5.0,13.9
1947,Sneha Iyer,55,  Bangalore,sales,105151,12/24/2024,,2.0,4.8
1289,Arjun Rao,27,Ahmedabad,Marketing,109318,2019-06-06,,5.0,9.6
1395,Vishal Kumar,40,Mumbai,IT,120011,2/1/2016,vishal.kumar6@gmail.com,1.0,10.3
1621,Karan Kumar,44,Hyderabad,Hr,72455,2018-02-09,karan.kumar74@gmail.com,2.0,2.1
1283,Kavita Agarwal,57,Hyderabad,Hr,65504,9/8/2022,kavita.agarwal47@gmail.com,2.0,0.0
1818,Sohail Pillai,54,MUMBAI,Sales,123148,,sohail.pillai7@gmail.com,1.0,18.0
1565,Rahul Agarwal,twenty five,MUMBAI,IT ,89791,2023-02-06,rahul.agarwal72@gmail.com,4.0,4.1
1361,Gaurav Reddy,34 yrs,Pune,Marketing,28256,2023-11-10,gaurav.reddy58@gmail.com,1.0,
1595,Sameer Joshi,43,Hyderabad,Hr,41061,2021-06-23,sameer.joshi72@gmail.com,5.0,14.5
1064,Sohail Malhotra,55,Hyderabad,HR,105841,2016-08-20,sohail.malhotra5@gmail.com,2.0,19.0
1752,Bhavna Pillai,59,Nagpur,IT,,2019-09-12,bhavna.pillai61@gmail.com,1.0,15.5
1264,Kavita Chopra,51,Bangalore,Operations,72183,11/4/2017,kavita.chopra90@gmail.com,1.0,8.0
1848,Aman Saxena,56,Chennai,HR,118850,11-05-2024,aman.saxena51@gmail.com,3.0,8.9
1667,Vikram Iyer,57,pune,IT ,35891,2023-01-20,vikram.iyer57@gmail.com,2.0,5.9
1820,Rajesh Gupta,47,Mumbai,sales,56861,22 Jan 2018,rajesh.gupta13@gmail.com,2.0,9.5
1020,Preeti Bhat,30 yrs,Pune,Sales,47535,22-04-2025,preeti.bhat53@gmail.com,2.0,4.7
1815,Aman Malhotra,21,Hyderabad,Marketing,"₹126,834",2019-11-20,,3.0,10.0
1886,Priya Agarwal,25,Kolkata,Sales,65243,2020-07-01,priya.agarwal55@gmail.com,7.0,4.6
1805,Rahul Kumar,37 yrs,Nagpur,IT ,113083,7 Jan 2025,rahul.kumar35@gmail.com,1.0,8.3
1296,Mohit Pillai,58,Bangalore,Marketing,29289,2015-04-21,mohit.pillai11@gmail.com,1.0,14.9
1541,Kavita Saxena,21,Ahmedabad,Operations,not disclosed,21-04-2024,kavita.saxena97@gmail.com,,10.1
1966,Suresh Iyer,51,Chennai,HR,73382,3/27/2018,suresh.iyer78@gmail.com,2.0,five
1777,Sunita Kumar,30,pune,Operations,,17-05-2023,sunita.kumar61@gmail.com,4.0,2.5
1261,Naveen Bhat,48,Ahmedabad,Sales,76224,8/26/2018,naveen.bhat95@gmail.com,5.0,2.7
1510,Vivek Pillai,twenty five,Pune,sales,103963,9/19/2018,,,2.5
1757,Simran Nair,30,pune,HR,64539,9/25/2022,simran.nair56@gmail.com,4.0,0.1
1582,Sameer Singh,21,Hyderabad,sales,128726,17-10-2019,sameer.singh21@gmail.com,1.0,19.6
1442,Ajay Agarwal,46,Pune,IT,113466,2021-07-28,ajay.agarwal94@gmail.com,3.0,
1657,Pooja Rao,50,,Sales,97101,27 Jan 2021,,4.0,17.3
1666,Naveen Reddy,53,MUMBAI,Hr,113433,4/13/2020,,4.0,13.0
1569,Deepak Nair,59,Ahmedabad,sales,55231,10/21/2018,deepak.nair20@gmail.com,4.0,18.0
1957,Ajay Singh,40,Hyderabad,Sales,75023,6/24/2017,ajay.singh28@gmail.com,3.0,17.5
1188,Nikhil Agarwal,45,Bangalore,Operations,23840,26 Jan 2019,nikhil.agarwal99@gmail.com,2.0,2.0
1251,Rekha Saxena,N/A,Bangalore,HR,45746,21-12-2019,rekhasaxenagmail.com,,0.6
1071,Amit Patel,N/A,Delhi,IT,68843,2017-09-02,amit.patel43@gmail.com,4.0,13.3
1101,Vivek Chopra,56,Ahmedabad,Finance,113298,2025-03-26,vivek.chopra26@gmail.com,2.0,0.5
1035,Rohan Saxena,28,Delhi ,Finance,not disclosed,22 Jan 2019,rohan.saxena92@gmail.com,5.0,12.5
1467,Tanvi Kumar,47,Kolkata,Hr,146866,18 Jan 2017,tanvi.kumar69@gmail.com,5.0,0.0
1863,Meera Chopra,23,Ahmedabad,Operations,69081,,meera.chopra76@gmail.com,3.0,4.3
1484,Payal Saxena,51,MUMBAI,Operations,69271,7/6/2018,,,11.1
1610,Arjun Nair,38,Hyderabad,Finance,46978,2022-07-15,arjun.nair41@gmail.com,5.0,4.0
1720,Sunita Patel,42,MUMBAI,Marketing,100546,2022-07-02,,4.0,17.8
1151,Ananya Bhat,26,Delhi,Operations,100304,10/21/2015,ananya.bhat97@gmail.com,4.0,2.0
1791,Ritu Agarwal,50,Nagpur,IT ,"₹42,458",2015-09-15,,2.0,five
1330,Divya Nair,42,Hyderabad,HR,71061,4 Jan 2017,divya.nair91@gmail.com,1.0,1.7
1273,Vivek Pillai,57,  Bangalore,HR,140062,13-05-2023,vivek.pillai7@gmail.com,4.0,10.8
1644,Preeti Chopra,46,Delhi,HR,107197,2016-08-22,preeti.chopra99@gmail.com,2.0,17.6
1384,Ajay Agarwal,57,MUMBAI,sales,34721,1/5/2022,ajay.agarwal4@gmail.com,2.0,1.8
1793,Shreya Iyer,53,Hyderabad,Hr,96922,20-01-2020,shreya.iyer76@gmail.com,1.0,10.6
1365,Rohan Rao,58,Pune,IT ,22048,,rohan.rao91@gmail.com,3.0,16.1
1281,Manish Patel,46,Delhi,sales,23455,25 Jan 2021,manish.patel80@gmail.com,4.0,4.9
1937,Nisha Sharma,23 yrs,Chennai,Hr,64734,07-08-2015,nisha.sharma93@gmail.com,3.0,5.4
1411,Swati Desai,48,pune,Marketing,52933,9/15/2024,swati.desai3@gmail.com,5.0,11.5
1603,Sneha Agarwal,45,MUMBAI,Operations,77331,2/23/2018,sneha.agarwal81@gmail.com,4.0,12.5
1786,Preeti Joshi,56,Bangalore,Hr,101064,03-04-2016,preeti.joshi85@gmail.com,3.0,6.8
1841,Pooja Malhotra,21,Bangalore,HR,23777,2025-11-25,pooja.malhotra19@gmail.com,4.0,11.9
1786,Preeti Joshi,56,Bangalore,Hr,101064,03-04-2016,preeti.joshi85@gmail.com,3.0,6.8
1149,Isha Chopra,-38,Jaipur,Hr,120613,2023-01-24,isha.chopra57@gmail.com,1.0,15.9
1553,Jyoti Agarwal,40,pune,Sales,136980,2024-08-02,jyoti.agarwal43@gmail.com,1.0,
1207,Sneha Chopra,38,Chennai,Hr,140989,01-11-2016,sneha.chopra58@gmail.com,4.0,7.0
1551,Komal Reddy,21,MUMBAI,Hr,52011,2025-09-22,komal.reddy22@gmail.com,5.0,3.5
1218,Nisha Saxena,48,pune,Operations,84248,6 Jan 2020,nisha.saxena52@gmail.com,,19.7
1239,Rohan Agarwal,21,Chennai,HR,,10/2/2020,rohan.agarwal85@gmail.com,5.0,1.5
1104,Ajay Patel,56,Bangalore,Finance,32245,2023-11-06,ajay.patel22@gmail.com,5.0,18.5
1355,Manish Reddy,,Nagpur,Marketing,103634,04-12-2016,manish.reddy49@gmail.com,5.0,3.7
1609,Sohail Iyer,N/A,MUMBAI,Finance,46114,2016-06-23,sohail.iyer96@gmail.com,4.0,8.0
1192,Ananya Malhotra,42,Bangalore,HR,77261,21-08-2025,ananya.malhotra72@gmail.com,5.0,4.5
1280,Rekha Joshi,59,pune,sales,143046,2020-12-19,rekha.joshi22@gmail.com,1.0,4.7
1191,Amit Sharma,33,Delhi ,HR,130662,01-01-2020,amit.sharma19@gmail.com,5.0,19.2
1596,Preeti Saxena,42 yrs,Pune,sales,85463,26 Jan 2020,preeti.saxena67@gmail.com,4.0,17.1
1724,Meera Reddy,40,Nagpur,Marketing,26400,16-10-2020,meera.reddy36@gmail.com,2.0,13.4
1500,Kirti Rao,23,MUMBAI,sales,130446,7/20/2019,kirti.rao54@gmail.com,5.0,9.2
1783,Manish Chopra,43,Chennai,Marketing,122722,6/15/2015,manish.chopra99@gmail.com,2.0,17.3
1132,Rajesh Bhat,45,Jaipur,Operations,140878,2022-06-03,rajesh.bhat7@gmail.com,5.0,17.5
2004,Ananya Reddy,26,Chennai,IT,62960,2/7/2018,ananya.reddy28@gmail.com,4.0,19.0
1845,Isha Bhat,twenty five,Hyderabad,IT ,91840,15-04-2016,isha.bhat34@gmail.com,1.0,11.2
1252,Preeti Agarwal,58,Jaipur,Hr,137176,8/21/2023,preeti.agarwal29@gmail.com,5.0,5.8
1779,Kirti Joshi,27,Delhi,Operations,131406,8/27/2025,kirti.joshi8@gmail.com,3.0,14.6
1594,Sunita Kapoor,32,Delhi,Finance,59103,17-07-2022,sunita.kapoor24@gmail.com,1.0,8.6
1263,Vivek Kapoor,30,Hyderabad,Finance,90268,2021-10-12,vivek.kapoor51@gmail.com,4.0,11.2
1070,Anjali Bhat,34,Hyderabad,Marketing,128451,7/14/2022,anjali.bhat41@gmail.com,3.0,13.7
1272,Manish Reddy,36,  Bangalore,HR,35712,2016-11-22,,1.0,7.4
1112,Shreya Desai,55,Kolkata,Finance,22180,22-06-2020,shreya.desai40@gmail.com,1.0,5.3
1327,Rajesh Verma,56,Delhi ,Sales,110441,26-05-2019,rajesh.verma71@gmail.com,1.0,6.7
1115,Harsh Mehta,37,Nagpur,Marketing,59124,25-05-2018,harsh.mehta91@gmail.com,4.0,18.7
1323,Rahul Kumar,57,  Bangalore,Operations,26426,06-07-2016,rahul.kumar85@gmail.com,5.0,11.2
2024,Arjun Pillai,53,Jaipur,Marketing,95569,03-08-2021,arjun.pillai12@gmail.com,1.0,1.0
1770,Abhishek Verma,36,Mumbai,Sales,83418,21 Jan 2020,abhishek.verma52@gmail.com,2.0,5.3
1982,Abhishek Desai,58,Kolkata,HR,,09-11-2018,abhishek.desai57@gmail.com,3.0,1.2
2049,Sandeep Kumar,46,Nagpur,sales,26556,2019-01-19,sandeep.kumar34@gmail.com,1.0,8.5
1718,Anita Chopra,27,pune,Sales,36874,9/13/2024,,4.0,1.1
1891,Divya Kumar,59,  Bangalore,Finance,79630,12/4/2017,divya.kumar78@gmail.com,1.0,2.7
1894,Neha Kapoor,30,Kolkata,HR,59580,,neha.kapoor57@gmail.com,4.0,9.3
2037,Kavita Gupta,22,Pune,HR,132643,2023-11-12,kavita.gupta77@gmail.com,1.0,11.2
1572,Ritu Kumar,59,Pune,Sales,33938,27-12-2023,ritu.kumar26@gmail.com,5.0,16.3
1889,Jyoti Singh,51,Hyderabad,Marketing,,23-10-2018,jyoti.singh35@gmail.com,2.0,15.6
2006,Deepak Saxena,28,MUMBAI,sales,99307,01-08-2017,deepak.saxena66@gmail.com,3.0,17.8
1900,Rohan Pillai,-34,Delhi ,Operations,145261,2019-10-18,rohan.pillai95@gmail.com,3.0,13.4
1478,Komal Rao,49,Nagpur,Sales,69465,12/3/2020,,1.0,12.5
1704,Arjun Saxena,42,  Bangalore,Operations,42179,2024-12-12,arjun.saxena52@gmail.com,1.0,five
1278,Manish Chopra,,Delhi,Marketing,105179,6 Jan 2025,manish.chopra42@gmail.com,4.0,8.9
1388,Deepak Patel,,pune,IT ,80570,07-03-2024,deepak.patel71@gmail.com,3.0,6.1
1876,Suresh Mehta,41,Jaipur,Operations,45145,2020-09-22,suresh.mehta55@gmail.com,2.0,17.8
1002,Naveen Nair,50,Ahmedabad,IT ,"₹58,427",2025-10-28,naveen.nair9@gmail.com,,5.8
1229,Jyoti Sharma,N/A,,Hr,,21-10-2024,jyoti.sharma27@gmail.com,4.0,7.3
1740,Preeti Desai,44,Hyderabad,sales,134135,2023-08-06,preeti.desai86@gmail.com,3.0,4.1
1358,Gaurav Nair,N/A,Delhi,Finance,22459,2022-03-21,gaurav.nair86@gmail.com,2.0,18.1
1941,Naveen Bhat,36,Pune,Finance,106153,27 Jan 2015,naveen.bhat43@gmail.com,5.0,18.5
1991,Isha Pillai,46,Ahmedabad,HR,22026,2020-01-13,ishapillaigmail.com,2.0,7.0
1388,Deepak Patel,,pune,IT ,80570,07-03-2024,deepak.patel71@gmail.com,3.0,6.1
1199,Rohan Joshi,51,  Bangalore,IT ,137293,2025-05-03,rohan.joshi48@gmail.com,3.0,0.9
1371,Arjun Mehta,-38,Pune,IT,80106,25-03-2021,arjun.mehta78@gmail.com,5.0,11.6
1993,Vikram Agarwal,58 yrs,Hyderabad,Sales,90026,2025-05-08,vikram.agarwal37@gmail.com,1.0,2.5
1597,Abhishek Rao,58,,Marketing,91576,13-10-2017,abhishek.rao25@gmail.com,5.0,7.4
1437,Ajay Agarwal,,Delhi,Hr,not disclosed,2/15/2021,ajay.agarwal33@gmail.com,5.0,10.1
